Age,Sex,Job,job_desc,Housing,Saving_accounts,Checking_account,Credit_amount,Duration,Purpose,default_flag,age_band,amount_per_month,checking_missing,amount_vs_purpose_avg,amount_per_age,long_term_loan,high_amount,thin_file
41,male,2,skilled,own,NA,moderate,3979,48,radio/TV,0,40_49,82.9,0,1491.0,97.0,1,1,0
42,female,2,skilled,own,little,moderate,3804,36,radio/TV,1,40_49,105.7,0,1316.0,90.6,1,0,0
42,female,2,skilled,own,NA,moderate,5084,24,radio/TV,0,40_49,211.8,0,2596.0,121.0,0,1,0
44,female,1,unskilled_resident,own,little,moderate,760,8,radio/TV,0,40_49,95.0,0,-1728.0,17.3,0,0,0
45,female,2,skilled,own,little,moderate,2329,7,radio/TV,0,40_49,332.7,0,-159.0,51.8,0,0,0
48,female,1,unskilled_resident,rent,little,moderate,1795,18,radio/TV,0,40_49,99.7,0,-693.0,37.4,0,0,0
48,male,1,unskilled_resident,own,little,moderate,1743,24,radio/TV,0,40_49,72.6,0,-745.0,36.3,0,0,0
49,female,2,skilled,own,little,moderate,1092,12,radio/TV,0,40_49,91.0,0,-1396.0,22.3,0,0,0
50,male,2,skilled,own,NA,moderate,1537,15,radio/TV,0,50_plus,102.5,0,-951.0,30.7,0,0,0
50,female,2,skilled,free,moderate,moderate,2671,36,radio/TV,1,50_plus,74.2,0,183.0,53.4,1,0,0
51,male,2,skilled,own,little,moderate,4771,11,radio/TV,0,50_plus,433.7,0,2283.0,93.5,0,1,0
52,male,3,highly_skilled,own,NA,moderate,6468,12,radio/TV,1,50_plus,539.0,0,3980.0,124.4,0,1,0
64,female,2,skilled,own,little,moderate,753,6,radio/TV,0,50_plus,125.5,0,-1735.0,11.8,0,0,0
66,male,1,unskilled_resident,own,quite rich,moderate,766,12,radio/TV,1,50_plus,63.8,0,-1722.0,11.6,0,0,0
66,female,1,unskilled_resident,own,quite rich,moderate,790,9,radio/TV,0,50_plus,87.8,0,-1698.0,12.0,0,0,0
23,male,2,skilled,own,little,rich,3913,36,radio/TV,0,under_30,108.7,0,1425.0,170.1,1,0,0
23,male,2,skilled,rent,little,rich,1297,12,radio/TV,0,under_30,108.1,0,-1191.0,56.4,0,0,0
24,male,2,skilled,own,little,rich,5848,36,radio/TV,0,under_30,162.4,0,3360.0,243.7,1,1,0
24,male,2,skilled,own,little,rich,3016,12,radio/TV,0,under_30,251.3,0,528.0,125.7,0,0,0
25,male,2,skilled,own,little,rich,5152,24,radio/TV,0,under_30,214.7,0,2664.0,206.1,0,1,0
25,female,1,unskilled_resident,own,little,rich,2327,15,radio/TV,1,under_30,155.1,0,-161.0,93.1,0,0,0
26,male,2,skilled,own,little,rich,4210,36,radio/TV,1,under_30,116.9,0,1722.0,161.9,1,1,0
27,male,2,skilled,own,NA,rich,1347,10,radio/TV,0,under_30,134.7,0,-1141.0,49.9,0,0,0
28,female,1,unskilled_resident,own,little,rich,745,9,radio/TV,1,under_30,82.8,0,-1743.0,26.6,0,0,0
29,female,2,skilled,own,little,rich,683,6,radio/TV,0,under_30,113.8,0,-1805.0,23.6,0,0,0
31,male,2,skilled,own,little,rich,4473,36,radio/TV,0,30_39,124.3,0,1985.0,144.3,1,1,0
31,male,2,skilled,own,NA,rich,3148,24,radio/TV,0,30_39,131.2,0,660.0,101.5,0,0,0
34,male,3,highly_skilled,own,little,rich,1337,9,radio/TV,1,30_39,148.6,0,-1151.0,39.3,0,0,0
37,male,2,skilled,own,little,rich,2100,18,radio/TV,1,30_39,116.7,0,-388.0,56.8,0,0,0
37,male,3,highly_skilled,own,NA,rich,3399,12,radio/TV,0,30_39,283.3,0,911.0,91.9,0,0,0
39,male,2,skilled,free,NA,rich,1271,15,radio/TV,1,30_39,84.7,0,-1217.0,32.6,0,0,0
42,female,2,skilled,rent,rich,rich,409,12,radio/TV,0,40_49,34.1,0,-2079.0,9.7,0,0,0
44,female,1,unskilled_resident,rent,little,rich,1881,12,radio/TV,0,40_49,156.8,0,-607.0,42.8,0,0,0
47,male,2,skilled,own,little,rich,3017,30,radio/TV,0,40_49,100.6,0,529.0,64.2,1,0,0
47,female,2,skilled,free,moderate,rich,1377,24,radio/TV,0,40_49,57.4,0,-1111.0,29.3,0,0,0
49,male,1,unskilled_resident,own,NA,rich,1445,18,radio/TV,0,40_49,80.3,0,-1043.0,29.5,0,0,0
49,male,2,skilled,own,moderate,rich,1126,9,radio/TV,0,40_49,125.1,0,-1362.0,23.0,0,0,0
49,male,1,unskilled_resident,own,NA,rich,3656,30,radio/TV,0,40_49,121.9,0,1168.0,74.6,1,0,0
57,female,1,unskilled_resident,own,quite rich,rich,1258,24,radio/TV,0,50_plus,52.4,0,-1230.0,22.1,0,0,0
27,male,3,highly_skilled,own,little,NA,6314,24,vacation/others,0,under_30,263.1,1,-1895.0,233.9,0,1,0
40,male,3,highly_skilled,own,NA,little,1358,24,vacation/others,1,40_49,56.6,0,-6851.0,34.0,0,0,0
43,male,3,highly_skilled,own,little,little,15857,36,vacation/others,0,40_49,440.5,0,7648.0,368.8,1,1,0
51,male,3,highly_skilled,free,little,little,1164,8,vacation/others,0,50_plus,145.5,0,-7045.0,22.8,0,0,0
58,female,1,unskilled_resident,own,little,little,1755,24,vacation/others,0,50_plus,73.1,0,-6454.0,30.3,0,0,0
29,male,3,highly_skilled,own,little,moderate,11328,24,vacation/others,1,under_30,472.0,0,3119.0,390.6,0,1,0
29,male,2,skilled,own,little,moderate,2629,20,vacation/others,0,under_30,131.4,0,-5580.0,90.7,0,0,0
31,male,3,highly_skilled,free,moderate,moderate,7582,48,vacation/others,0,30_39,158.0,0,-627.0,244.6,1,1,0
32,female,3,highly_skilled,own,little,moderate,18424,48,vacation/others,1,30_39,383.8,0,10215.0,575.8,1,1,0
39,male,3,highly_skilled,own,little,moderate,11938,24,vacation/others,1,30_39,497.4,0,3729.0,306.1,0,1,0
40,male,0,unskilled_non_resident,free,NA,moderate,5381,48,vacation/others,0,40_49,112.1,0,-2828.0,134.5,1,1,0
60,female,3,highly_skilled,free,moderate,moderate,14782,60,vacation/others,1,50_plus,246.4,0,6573.0,246.4,1,1,0
19,female,2,skilled,rent,little,NA,1980,9,furniture/equipment,1,under_30,220.0,1,-1087.0,104.2,0,0,0
20,male,2,skilled,own,little,NA,1313,9,furniture/equipment,0,under_30,145.9,1,-1754.0,65.7,0,0,0
20,female,2,skilled,rent,quite rich,NA,2221,15,furniture/equipment,0,under_30,148.1,1,-846.0,111.0,0,0,0
21,male,2,skilled,rent,little,NA,1766,6,furniture/equipment,0,under_30,294.3,1,-1301.0,84.1,0,0,0
22,female,2,skilled,own,little,NA,1808,18,furniture/equipment,1,under_30,100.4,1,-1259.0,82.2,0,0,0
22,female,2,skilled,rent,moderate,NA,2301,9,furniture/equipment,0,under_30,255.7,1,-766.0,104.6,0,0,0
22,female,1,unskilled_resident,rent,little,NA,1258,12,furniture/equipment,0,under_30,104.8,1,-1809.0,57.2,0,0,0
23,female,2,skilled,own,little,NA,2288,21,furniture/equipment,0,under_30,109.0,1,-779.0,99.5,0,0,0
23,female,2,skilled,rent,little,NA,2146,10,furniture/equipment,0,under_30,214.6,1,-921.0,93.3,0,0,0
23,female,2,skilled,rent,little,NA,7127,36,furniture/equipment,1,under_30,198.0,1,4060.0,309.9,1,1,0
23,female,1,unskilled_resident,rent,little,NA,601,4,furniture/equipment,0,under_30,150.3,1,-2466.0,26.1,0,0,0
24,male,1,unskilled_resident,rent,little,NA,1768,12,furniture/equipment,0,under_30,147.3,1,-1299.0,73.7,0,0,0
24,female,2,skilled,own,little,NA,2788,15,furniture/equipment,0,under_30,185.9,1,-279.0,116.2,0,0,0
25,female,2,skilled,rent,little,NA,3972,24,furniture/equipment,0,under_30,165.5,1,905.0,158.9,0,0,0
25,male,2,skilled,own,moderate,NA,5511,24,furniture/equipment,0,under_30,229.6,1,2444.0,220.4,0,1,0
25,male,1,unskilled_resident,rent,little,NA,2210,10,furniture/equipment,1,under_30,221.0,1,-857.0,88.4,0,0,0
26,male,2,skilled,own,NA,NA,2069,10,furniture/equipment,0,under_30,206.9,1,-998.0,79.6,0,0,1
26,female,2,skilled,own,little,NA,763,12,furniture/equipment,0,under_30,63.6,1,-2304.0,29.3,0,0,0
26,female,2,skilled,rent,little,NA,1388,9,furniture/equipment,0,under_30,154.2,1,-1679.0,53.4,0,0,0
26,female,3,highly_skilled,own,little,NA,10974,36,furniture/equipment,1,under_30,304.8,1,7907.0,422.1,1,1,0
27,male,1,unskilled_resident,own,little,NA,2708,15,furniture/equipment,0,under_30,180.5,1,-359.0,100.3,0,0,0
27,male,2,skilled,own,NA,NA,1221,6,furniture/equipment,0,under_30,203.5,1,-1846.0,45.2,0,0,1
28,female,3,highly_skilled,own,little,NA,3349,36,furniture/equipment,1,under_30,93.0,1,282.0,119.6,1,0,0
28,male,2,skilled,free,little,NA,3343,15,furniture/equipment,0,under_30,222.9,1,276.0,119.4,0,0,0
28,female,2,skilled,own,little,NA,1817,18,furniture/equipment,0,under_30,100.9,1,-1250.0,64.9,0,0,0
29,female,1,unskilled_resident,rent,quite rich,NA,1123,12,furniture/equipment,1,under_30,93.6,1,-1944.0,38.7,0,0,0
30,female,2,skilled,own,rich,NA,960,15,furniture/equipment,0,30_39,64.0,1,-2107.0,32.0,0,0,0
30,male,1,unskilled_resident,own,little,NA,2028,24,furniture/equipment,0,30_39,84.5,1,-1039.0,67.6,0,0,0
31,male,3,highly_skilled,own,little,NA,2406,9,furniture/equipment,0,30_39,267.3,1,-661.0,77.6,0,0,0
31,male,2,skilled,own,NA,NA,929,24,furniture/equipment,0,30_39,38.7,1,-2138.0,30.0,0,0,1
31,female,1,unskilled_resident,own,little,NA,1736,12,furniture/equipment,0,30_39,144.7,1,-1331.0,56.0,0,0,0
32,male,2,skilled,own,quite rich,NA,2978,6,furniture/equipment,0,30_39,496.3,1,-89.0,93.1,0,0,0
32,female,2,skilled,own,little,NA,4611,6,furniture/equipment,1,30_39,768.5,1,1544.0,144.1,0,1,0
32,male,2,skilled,rent,quite rich,NA,3062,24,furniture/equipment,0,30_39,127.6,1,-5.0,95.7,0,0,0
32,male,1,unskilled_resident,own,rich,NA,4526,27,furniture/equipment,0,30_39,167.6,1,1459.0,141.4,1,1,0
33,male,2,skilled,own,rich,NA,1543,6,furniture/equipment,0,30_39,257.2,1,-1524.0,46.8,0,0,0
33,male,2,skilled,own,little,NA,5150,24,furniture/equipment,0,30_39,214.6,1,2083.0,156.1,0,1,0
33,female,1,unskilled_resident,rent,NA,NA,2186,15,furniture/equipment,0,30_39,145.7,1,-881.0,66.2,0,0,1
34,male,3,highly_skilled,own,moderate,NA,1591,21,furniture/equipment,0,30_39,75.8,1,-1476.0,46.8,0,0,0
34,male,2,skilled,own,little,NA,2759,12,furniture/equipment,0,30_39,229.9,1,-308.0,81.1,0,0,0
35,male,2,skilled,own,moderate,NA,4151,24,furniture/equipment,0,30_39,173.0,1,1084.0,118.6,0,1,0
35,male,3,highly_skilled,own,little,NA,3780,18,furniture/equipment,0,30_39,210.0,1,713.0,108.0,0,0,0
35,female,2,skilled,own,rich,NA,1592,12,furniture/equipment,0,30_39,132.7,1,-1475.0,45.5,0,0,0
36,male,2,skilled,own,quite rich,NA,4042,42,furniture/equipment,0,30_39,96.2,1,975.0,112.3,1,1,0
37,female,2,skilled,rent,quite rich,NA,1402,12,furniture/equipment,0,30_39,116.8,1,-1665.0,37.9,0,0,0
40,male,2,skilled,own,little,NA,1585,24,furniture/equipment,0,40_49,66.0,1,-1482.0,39.6,0,0,0
40,female,2,skilled,own,quite rich,NA,7678,36,furniture/equipment,0,40_49,213.3,1,4611.0,191.9,1,1,0
42,male,2,skilled,own,little,NA,3331,12,furniture/equipment,0,40_49,277.6,1,264.0,79.3,0,0,0
43,male,2,skilled,own,little,NA,1935,12,furniture/equipment,0,40_49,161.3,1,-1132.0,45.0,0,0,0
43,male,2,skilled,own,little,NA,2515,18,furniture/equipment,0,40_49,139.7,1,-552.0,58.5,0,0,0
43,male,1,unskilled_resident,own,little,NA,1533,18,furniture/equipment,1,40_49,85.2,1,-1534.0,35.7,0,0,0
47,male,2,skilled,free,little,NA,1984,18,furniture/equipment,0,40_49,110.2,1,-1083.0,42.2,0,0,0
47,male,2,skilled,own,little,NA,3422,18,furniture/equipment,0,40_49,190.1,1,355.0,72.8,0,0,0
49,male,2,skilled,rent,NA,NA,5801,12,furniture/equipment,0,40_49,483.4,1,2734.0,118.4,0,1,1
50,male,2,skilled,own,rich,NA,3777,24,furniture/equipment,0,50_plus,157.4,1,710.0,75.5,0,0,0
50,male,2,skilled,own,little,NA,1574,12,furniture/equipment,0,50_plus,131.2,1,-1493.0,31.5,0,0,0
50,male,2,skilled,own,little,NA,2241,21,furniture/equipment,0,50_plus,106.7,1,-826.0,44.8,0,0,0
53,male,2,skilled,own,quite rich,NA,2835,24,furniture/equipment,0,50_plus,118.1,1,-232.0,53.5,0,0,0
63,male,2,skilled,own,NA,NA,1520,15,furniture/equipment,0,50_plus,101.3,1,-1547.0,24.1,0,0,1
20,female,2,skilled,rent,little,little,1282,12,furniture/equipment,1,under_30,106.8,0,-1785.0,64.1,0,0,0
20,male,2,skilled,own,NA,little,2996,24,furniture/equipment,1,under_30,124.8,0,-71.0,149.8,0,0,0
20,female,2,skilled,rent,little,little,2039,18,furniture/equipment,1,under_30,113.3,0,-1028.0,102.0,0,0,0
21,male,1,unskilled_resident,own,little,little,1289,12,furniture/equipment,0,under_30,107.4,0,-1778.0,61.4,0,0,0
21,female,2,skilled,rent,little,little,1049,18,furniture/equipment,0,under_30,58.3,0,-2018.0,50.0,0,0,0
22,male,2,skilled,own,little,little,2462,18,furniture/equipment,1,under_30,136.8,0,-605.0,111.9,0,0,0
22,male,2,skilled,free,little,little,3149,24,furniture/equipment,0,under_30,131.2,0,82.0,143.1,0,0,0
22,female,2,skilled,rent,little,little,3650,18,furniture/equipment,0,under_30,202.8,0,583.0,165.9,0,0,0
22,male,2,skilled,own,quite rich,little,2828,24,furniture/equipment,0,under_30,117.8,0,-239.0,128.5,0,0,0
22,female,2,skilled,rent,little,little,1858,12,furniture/equipment,0,under_30,154.8,0,-1209.0,84.5,0,0,0
22,male,2,skilled,own,quite rich,little,2483,24,furniture/equipment,0,under_30,103.5,0,-584.0,112.9,0,0,0
23,female,1,unskilled_resident,rent,little,little,6229,36,furniture/equipment,1,under_30,173.0,0,3162.0,270.8,1,1,0
23,female,2,skilled,own,quite rich,little,4281,33,furniture/equipment,1,under_30,129.7,0,1214.0,186.1,1,1,0
23,male,2,skilled,rent,little,little,4110,24,furniture/equipment,1,under_30,171.3,0,1043.0,178.7,0,1,0
23,female,2,skilled,rent,little,little,2406,30,furniture/equipment,1,under_30,80.2,0,-661.0,104.6,1,0,0
23,female,1,unskilled_resident,rent,little,little,3234,24,furniture/equipment,1,under_30,134.8,0,167.0,140.6,0,0,0
24,male,1,unskilled_resident,rent,little,little,3021,24,furniture/equipment,0,under_30,125.9,0,-46.0,125.9,0,0,0
24,female,2,skilled,rent,little,little,2124,18,furniture/equipment,1,under_30,118.0,0,-943.0,88.5,0,0,0
24,female,2,skilled,own,little,little,4272,20,furniture/equipment,0,under_30,213.6,0,1205.0,178.0,0,1,0
24,female,2,skilled,rent,little,little,652,12,furniture/equipment,0,under_30,54.3,0,-2415.0,27.2,0,0,0
24,male,1,unskilled_resident,own,little,little,1747,24,furniture/equipment,0,under_30,72.8,0,-1320.0,72.8,0,0,0
25,male,0,unskilled_non_resident,own,little,little,2473,18,furniture/equipment,1,under_30,137.4,0,-594.0,98.9,0,0,0
25,male,2,skilled,own,little,little,2136,9,furniture/equipment,0,under_30,237.3,0,-931.0,85.4,0,0,0
25,male,2,skilled,own,little,little,975,15,furniture/equipment,0,under_30,65.0,0,-2092.0,39.0,0,0,0
25,female,2,skilled,rent,little,little,1433,15,furniture/equipment,0,under_30,95.5,0,-1634.0,57.3,0,0,0
26,female,1,unskilled_resident,rent,little,little,3599,21,furniture/equipment,0,under_30,171.4,0,532.0,138.4,0,0,0
26,female,2,skilled,rent,little,little,3114,18,furniture/equipment,1,under_30,173.0,0,47.0,119.8,0,0,0
27,male,2,skilled,own,little,little,4020,24,furniture/equipment,0,under_30,167.5,0,953.0,148.9,0,1,0
27,female,2,skilled,rent,NA,little,2132,10,furniture/equipment,0,under_30,213.2,0,-935.0,79.0,0,0,0
27,male,2,skilled,own,little,little,1657,12,furniture/equipment,0,under_30,138.1,0,-1410.0,61.4,0,0,0
27,female,1,unskilled_resident,own,little,little,3643,15,furniture/equipment,0,under_30,242.9,0,576.0,134.9,0,0,0
27,male,2,skilled,own,little,little,3552,24,furniture/equipment,1,under_30,148.0,0,485.0,131.6,0,0,0
28,male,2,skilled,own,little,little,5371,36,furniture/equipment,0,under_30,149.2,0,2304.0,191.8,1,1,0
28,male,2,skilled,own,rich,little,2659,18,furniture/equipment,0,under_30,147.7,0,-408.0,95.0,0,0,0
28,male,2,skilled,own,little,little,4169,24,furniture/equipment,0,under_30,173.7,0,1102.0,148.9,0,1,0
29,male,2,skilled,own,little,little,5179,36,furniture/equipment,1,under_30,143.9,0,2112.0,178.6,1,1,0
29,male,1,unskilled_resident,own,little,little,3590,12,furniture/equipment,0,under_30,299.2,0,523.0,123.8,0,0,0
30,female,2,skilled,own,NA,little,7721,24,furniture/equipment,0,30_39,321.7,0,4654.0,257.4,0,1,0
30,female,2,skilled,own,little,little,1620,12,furniture/equipment,0,30_39,135.0,0,-1447.0,54.0,0,0,0
30,male,3,highly_skilled,own,NA,little,14179,39,furniture/equipment,0,30_39,363.6,0,11112.0,472.6,1,1,0
30,male,2,skilled,free,quite rich,little,3349,24,furniture/equipment,1,30_39,139.5,0,282.0,111.6,0,0,0
30,male,3,highly_skilled,own,little,little,3959,36,furniture/equipment,0,30_39,110.0,0,892.0,132.0,1,0,0
31,male,2,skilled,own,little,little,2746,36,furniture/equipment,1,30_39,76.3,0,-321.0,88.6,1,0,0
31,male,2,skilled,own,NA,little,6350,30,furniture/equipment,1,30_39,211.7,0,3283.0,204.8,1,1,0
31,male,1,unskilled_resident,own,little,little,3108,30,furniture/equipment,1,30_39,103.6,0,41.0,100.3,1,0,0
32,male,2,skilled,own,little,little,4583,30,furniture/equipment,0,30_39,152.8,0,1516.0,143.2,1,1,0
33,female,2,skilled,own,little,little,1131,18,furniture/equipment,1,30_39,62.8,0,-1936.0,34.3,0,0,0
33,male,2,skilled,own,moderate,little,2359,24,furniture/equipment,1,30_39,98.3,0,-708.0,71.5,0,0,0
36,male,1,unskilled_resident,own,little,little,1374,6,furniture/equipment,0,30_39,229.0,0,-1693.0,38.2,0,0,0
36,male,3,highly_skilled,free,little,little,1872,6,furniture/equipment,0,30_39,312.0,0,-1195.0,52.0,0,0,0
37,male,2,skilled,own,little,little,3620,36,furniture/equipment,0,30_39,100.6,0,553.0,97.8,1,0,0
38,male,1,unskilled_resident,own,little,little,708,12,furniture/equipment,0,30_39,59.0,0,-2359.0,18.6,0,0,0
39,male,2,skilled,own,NA,little,2212,20,furniture/equipment,0,30_39,110.6,0,-855.0,56.7,0,0,0
39,male,3,highly_skilled,rent,little,little,3345,24,furniture/equipment,1,30_39,139.4,0,278.0,85.8,0,0,0
41,male,2,skilled,own,little,little,2712,36,furniture/equipment,1,40_49,75.3,0,-355.0,66.1,1,0,0
42,male,2,skilled,own,little,little,2577,12,furniture/equipment,0,40_49,214.8,0,-490.0,61.4,0,0,0
42,male,2,skilled,own,little,little,3446,36,furniture/equipment,1,40_49,95.7,0,379.0,82.0,1,0,0
42,male,2,skilled,own,little,little,4153,18,furniture/equipment,1,40_49,230.7,0,1086.0,98.9,0,1,0
44,male,3,highly_skilled,rent,little,little,3384,6,furniture/equipment,1,40_49,564.0,0,317.0,76.9,0,0,0
44,male,2,skilled,own,little,little,1478,15,furniture/equipment,0,40_49,98.5,0,-1589.0,33.6,0,0,0
44,male,2,skilled,own,little,little,1553,18,furniture/equipment,1,40_49,86.3,0,-1514.0,35.3,0,0,0
45,male,2,skilled,free,little,little,7882,42,furniture/equipment,0,40_49,187.7,0,4815.0,175.2,1,1,0
46,male,2,skilled,own,little,little,2348,36,furniture/equipment,0,40_49,65.2,0,-719.0,51.0,1,0,0
46,female,2,skilled,rent,little,little,1845,15,furniture/equipment,0,40_49,123.0,0,-1222.0,40.1,0,0,0
49,male,1,unskilled_resident,own,NA,little,1262,12,furniture/equipment,0,40_49,105.2,0,-1805.0,25.8,0,0,0
49,female,2,skilled,own,little,little,428,6,furniture/equipment,0,40_49,71.3,0,-2639.0,8.7,0,0,0
53,male,3,highly_skilled,free,little,little,7865,12,furniture/equipment,1,50_plus,655.4,0,4798.0,148.4,0,1,0
53,male,2,skilled,free,little,little,7119,48,furniture/equipment,1,50_plus,148.3,0,4052.0,134.3,1,1,0
55,female,3,highly_skilled,free,little,little,2578,12,furniture/equipment,0,50_plus,214.8,0,-489.0,46.9,0,0,0
55,male,2,skilled,own,little,little,6872,24,furniture/equipment,1,50_plus,286.3,0,3805.0,124.9,0,1,0
57,female,2,skilled,rent,rich,little,3622,30,furniture/equipment,0,50_plus,120.7,0,555.0,63.5,1,0,0
60,male,2,skilled,own,little,little,2246,12,furniture/equipment,1,50_plus,187.2,0,-821.0,37.4,0,0,0
19,female,1,unskilled_resident,rent,rich,moderate,983,12,furniture/equipment,0,under_30,81.9,0,-2084.0,51.7,0,0,0
20,female,2,skilled,own,rich,moderate,1577,11,furniture/equipment,0,under_30,143.4,0,-1490.0,78.8,0,0,0
21,female,2,skilled,rent,moderate,moderate,3441,30,furniture/equipment,1,under_30,114.7,0,374.0,163.9,1,0,0
22,male,2,skilled,own,little,moderate,3832,30,furniture/equipment,0,under_30,127.7,0,765.0,174.2,1,0,0
24,male,2,skilled,own,NA,moderate,2030,9,furniture/equipment,0,under_30,225.6,0,-1037.0,84.6,0,0,0
24,female,2,skilled,own,little,moderate,1237,8,furniture/equipment,1,under_30,154.6,0,-1830.0,51.5,0,0,0
25,female,2,skilled,own,NA,moderate,2762,12,furniture/equipment,1,under_30,230.2,0,-305.0,110.5,0,0,0
25,female,2,skilled,rent,little,moderate,2969,12,furniture/equipment,1,under_30,247.4,0,-98.0,118.8,0,0,0
25,female,1,unskilled_resident,own,little,moderate,4736,24,furniture/equipment,1,under_30,197.3,0,1669.0,189.4,0,1,0
26,female,2,skilled,own,little,moderate,9960,48,furniture/equipment,1,under_30,207.5,0,6893.0,383.1,1,1,0
27,female,2,skilled,own,little,moderate,1295,18,furniture/equipment,0,under_30,71.9,0,-1772.0,48.0,0,0,0
27,female,2,skilled,rent,NA,moderate,1924,18,furniture/equipment,1,under_30,106.9,0,-1143.0,71.3,0,0,0
27,female,2,skilled,rent,moderate,moderate,951,12,furniture/equipment,1,under_30,79.3,0,-2116.0,35.2,0,0,0
28,male,2,skilled,rent,little,moderate,3617,12,furniture/equipment,0,under_30,301.4,0,550.0,129.2,0,0,0
29,male,1,unskilled_resident,own,NA,moderate,2333,24,furniture/equipment,0,under_30,97.2,0,-734.0,80.4,0,0,0
29,female,2,skilled,own,little,moderate,959,9,furniture/equipment,1,under_30,106.6,0,-2108.0,33.1,0,0,0
29,male,3,highly_skilled,rent,moderate,moderate,9034,36,furniture/equipment,1,under_30,250.9,0,5967.0,311.5,1,1,0
30,female,3,highly_skilled,own,little,moderate,5096,48,furniture/equipment,1,30_39,106.2,0,2029.0,169.9,1,1,0
30,female,2,skilled,own,little,moderate,918,9,furniture/equipment,1,30_39,102.0,0,-2149.0,30.6,0,0,0
30,male,2,skilled,free,moderate,moderate,3069,24,furniture/equipment,0,30_39,127.9,0,2.0,102.3,0,0,0
31,male,1,unskilled_resident,own,little,moderate,1521,10,furniture/equipment,0,30_39,152.1,0,-1546.0,49.1,0,0,0
31,male,1,unskilled_resident,own,little,moderate,1928,18,furniture/equipment,1,30_39,107.1,0,-1139.0,62.2,0,0,0
32,male,2,skilled,own,rich,moderate,2745,21,furniture/equipment,0,30_39,130.7,0,-322.0,85.8,0,0,0
33,female,2,skilled,own,little,moderate,3244,18,furniture/equipment,0,30_39,180.2,0,177.0,98.3,0,0,0
34,female,3,highly_skilled,own,little,moderate,2064,24,furniture/equipment,1,30_39,86.0,0,-1003.0,60.7,0,0,0
34,female,3,highly_skilled,rent,little,moderate,3017,12,furniture/equipment,0,30_39,251.4,0,-50.0,88.7,0,0,0
34,male,2,skilled,own,rich,moderate,3496,30,furniture/equipment,0,30_39,116.5,0,429.0,102.8,1,0,0
35,male,2,skilled,rent,little,moderate,1919,9,furniture/equipment,0,30_39,213.2,0,-1148.0,54.8,0,0,0
35,male,3,highly_skilled,own,little,moderate,1050,6,furniture/equipment,0,30_39,175.0,0,-2017.0,30.0,0,0,0
35,male,2,skilled,own,NA,moderate,3976,21,furniture/equipment,0,30_39,189.3,0,909.0,113.6,0,1,0
37,female,2,skilled,own,little,moderate,3612,18,furniture/equipment,0,30_39,200.7,0,545.0,97.6,0,0,0
37,male,1,unskilled_resident,own,little,moderate,1922,12,furniture/equipment,1,30_39,160.2,0,-1145.0,51.9,0,0,0
40,male,3,highly_skilled,own,little,moderate,4297,18,furniture/equipment,1,40_49,238.7,0,1230.0,107.4,0,1,0
40,female,2,skilled,rent,little,moderate,3001,18,furniture/equipment,0,40_49,166.7,0,-66.0,75.0,0,0,0
40,male,3,highly_skilled,own,little,moderate,7374,18,furniture/equipment,0,40_49,409.7,0,4307.0,184.3,0,1,0
41,male,2,skilled,own,little,moderate,6361,18,furniture/equipment,0,40_49,353.4,0,3294.0,155.1,0,1,0
43,male,2,skilled,own,little,moderate,4057,24,furniture/equipment,1,40_49,169.0,0,990.0,94.3,0,1,0
48,female,1,unskilled_resident,own,NA,moderate,4351,24,furniture/equipment,0,40_49,181.3,0,1284.0,90.6,0,1,0
49,male,2,skilled,own,little,moderate,8386,30,furniture/equipment,1,40_49,279.5,0,5319.0,171.1,1,1,0
20,male,2,skilled,rent,NA,rich,3617,24,furniture/equipment,0,under_30,150.7,0,550.0,180.8,0,0,0
23,female,2,skilled,own,little,rich,1275,10,furniture/equipment,0,under_30,127.5,0,-1792.0,55.4,0,0,0
26,male,2,skilled,own,little,rich,1925,24,furniture/equipment,0,under_30,80.2,0,-1142.0,74.0,0,0,0
26,female,2,skilled,own,little,rich,3749,24,furniture/equipment,0,under_30,156.2,0,682.0,144.2,0,0,0
33,female,3,highly_skilled,own,little,rich,1474,12,furniture/equipment,0,30_39,122.8,0,-1593.0,44.7,0,0,0
34,male,1,unskilled_resident,own,little,rich,2864,18,furniture/equipment,1,30_39,159.1,0,-203.0,84.2,0,0,0
41,male,2,skilled,own,little,rich,2116,6,furniture/equipment,0,40_49,352.7,0,-951.0,51.6,0,0,0
45,female,1,unskilled_resident,own,little,rich,3049,18,furniture/equipment,0,40_49,169.4,0,-18.0,67.8,0,0,0
46,female,1,unskilled_resident,own,little,rich,2251,12,furniture/equipment,0,40_49,187.6,0,-816.0,48.9,0,0,0
51,male,2,skilled,free,little,rich,2892,24,furniture/equipment,0,50_plus,120.5,0,-175.0,56.7,0,0,0
55,female,3,highly_skilled,own,NA,rich,1424,12,furniture/equipment,0,50_plus,118.7,0,-1643.0,25.9,0,0,0
24,female,1,unskilled_resident,rent,moderate,NA,1568,18,business,0,under_30,87.1,1,-2590.0,65.3,0,0,0
25,male,2,skilled,own,little,NA,1258,24,business,0,under_30,52.4,1,-2900.0,50.3,0,0,0
26,male,2,skilled,own,little,NA,5117,27,business,0,under_30,189.5,1,959.0,196.8,1,1,0
26,male,2,skilled,own,little,NA,1076,12,business,0,under_30,89.7,1,-3082.0,41.4,0,0,0
26,male,1,unskilled_resident,own,moderate,NA,4272,30,business,0,under_30,142.4,1,114.0,164.3,1,1,0
